uniqueID,TP.units,TP.value,TN.units,TN.value,PO4.units,PO4.value,NO3NO2.units,NO3NO2.value,DOC.units,DOC.value,DO.units,DO.value,NH3.units,NH3.value
V100005440,mg/L,0.023925,mg/L,0.73,,,,,,,mg/L,0.01073917,,
V100005441,mg/L,0.02772,mg/L,0.83,,,,,,,mg/L,0.0083575,,
V100005442,mg/L,0.0337125,mg/L,0.57,,,,,,,mg/L,0.00946,,
V100005443,mg/L,0.04051,mg/L,0.45,,,,,,,mg/L,0.0087225,,
V100005444,mg/L,0.0411,mg/L,0.36,,,,,,,,,,
V100005445,mg/L,0.04576667,mg/L,0.59,,,,,,,mg/L,0.00973545,,
V100005446,mg/L,0.02448333,mg/L,0.54,,,,,,,mg/L,0.01018182,,
V100005447,mg/L,0.03625,mg/L,0.81,,,,,,,mg/L,0.00952727,,
V100005448,mg/L,0.0456,mg/L,0.68,,,,,,,mg/L,0.007625,,
V100005449,mg/L,0.0424625,mg/L,0.63,,,,,,,mg/L,0.00785,,
V100005450,mg/L,FALSE,,,,,,,,,,,,
V100005451,mg/L,0.0371375,mg/L,0.53,,,,,,,mg/L,0.00838571,,
V100005452,mg/L,FALSE,,,,,,,,,,,,
V100005453,mg/L,0.024775,mg/L,0.45,,,,,,,mg/L,0.0109,,
V100005454,mg/L,0.04925,mg/L,0.73,,,,,,,mg/L,0.01245,,
V100005455,mg/L,0.025425,mg/L,0.84,,,,,,,mg/L,0.01186857,,
V100005456,mg/L,0.0134,mg/L,0.31,,,,,,,mg/L,0.01090538,,
V100005457,mg/L,0.04635,mg/L,0.8,,,,,,,mg/L,0.00983333,,
V100005458,mg/L,0.04068333,mg/L,0.6,,,,,,,mg/L,0.00915583,,
V100005459,mg/L,0.035825,mg/L,0.6,,,,,,,mg/L,0.00751833,,
V100005460,mg/L,0.05143333,mg/L,0.51,,,,,,,mg/L,0.008485,,
V100005461,mg/L,FALSE,,,,,,,,,,,,
V100005462,mg/L,0.038225,mg/L,0.4,,,,,,,mg/L,0.00878417,,
V100005463,mg/L,0.02765,mg/L,0.45,,,,,,,mg/L,0.01027,,
V100005464,mg/L,0.01353333,mg/L,0.33,,,,,,,mg/L,0.00961308,,
V100005465,mg/L,0.02755,mg/L,0.87,,,,,,,mg/L,0.01124,,
V100005466,mg/L,FALSE,,,,,mg/L,0.099,,,,,,
V100005467,mg/L,FALSE,,,,,,,,,,,,
V100005468,mg/L,FALSE,,,,,mg/L,0.314,,,,,,
V100005469,mg/L,FALSE,,,,,mg/L,0.313,,,,,,
V100005470,mg/L,0.02491667,mg/L,0.69,,,,,,,mg/L,0.01123583,,
V100005471,mg/L,FALSE,,,,,,,,,,,,
V100005472,mg/L,FALSE,,,,,mg/L,0.043,,,,,,
V100005473,mg/L,FALSE,,,,,mg/L,0.054,,,,,,
V100005474,mg/L,FALSE,,,,,mg/L,0.038,,,,,,
V100005475,mg/L,0.03115,mg/L,0.82,,,,,,,mg/L,0.00842068,,
V100005476,mg/L,FALSE,,,,,mg/L,0.08275,,,,,,
V100005477,mg/L,FALSE,,,,,mg/L,0.073,,,,,,
V100005478,mg/L,FALSE,,,,,mg/L,0.1265,,,,,,
V100005479,mg/L,FALSE,,,,,mg/L,0.103,,,,,,
V100005480,mg/L,0.0300875,mg/L,0.64,,,,,,,mg/L,0.00759,,
V100005481,mg/L,FALSE,,,,,mg/L,0.034,,,,,,
V100005482,mg/L,FALSE,,,,,,,,,,,,
V100005483,mg/L,FALSE,,,,,mg/L,0.032,,,,,,
V100005484,mg/L,FALSE,,,,,,,,,,,,
V100005485,mg/L,0.035075,mg/L,0.44,,,,,,,mg/L,0.00890227,,
V100005486,mg/L,FALSE,,,,,mg/L,0.126,,,,,,
V100005487,mg/L,FALSE,,,,,mg/L,0.136,,,,,,
V100005488,mg/L,FALSE,,,,,mg/L,0.104,,,,,,
V100005489,mg/L,FALSE,,,,,mg/L,0.132,,,,,,
V100005490,mg/L,0.046475,mg/L,0.7,,,,,,,mg/L,0.00731273,,
V100005491,mg/L,FALSE,,,,,mg/L,0.3075,,,,,,
V100005492,mg/L,FALSE,,,,,mg/L,0.445,,,,,,
V100005493,mg/L,FALSE,,,,,mg/L,0.343,,,,,,
V100005494,mg/L,FALSE,,,,,mg/L,0.331,,,,,,
V100005495,mg/L,FALSE,mg/L,1.33,,,,,,,mg/L,0.00908455,,
V100005496,mg/L,FALSE,,,,,mg/L,0.5775,,,,,,
V100005497,mg/L,FALSE,,,,,mg/L,0.614,,,,,,
V100005498,mg/L,FALSE,,,,,mg/L,0.571,,,,,,
V100005499,mg/L,FALSE,,,,,mg/L,0.495,,,,,,
V100005500,mg/L,0.0477,mg/L,0.79,,,,,,,mg/L,0.00993857,,
V100005501,mg/L,0.031625,mg/L,0.78,,,,,,,mg/L,0.0101525,,
V100005502,mg/L,0.0291125,mg/L,0.64,,,,,,,mg/L,0.00820471,,
V100005503,mg/L,0.03436667,mg/L,0.58,,,,,,,mg/L,0.00893714,,
V100005504,mg/L,0.056325,mg/L,0.94,,,,,,,mg/L,0.00906118,,
V100005505,mg/L,0.0499,mg/L,0.87,,,,,,,mg/L,0.01003,,
V100005506,mg/L,0.0441,mg/L,0.78,,,,,,,mg/L,0.011902,,
V100005507,mg/L,0.01345,mg/L,0.47,,,,,,,,,,
V100005508,mg/L,0.0275,mg/L,0.85,,,,,,,mg/L,0.01280333,,
V100005509,mg/L,0.02725,mg/L,0.69,,,,,,,mg/L,0.01032,,
V100005510,mg/L,0.04388333,mg/L,0.77,,,,,,,mg/L,0.00878333,,
V100005511,mg/L,0.06292857,mg/L,0.51,,,,,,,mg/L,0.00676875,,
V100005512,mg/L,0.0692125,mg/L,0.62,,,,,,,mg/L,0.0076275,,
V100005513,mg/L,0.05648333,mg/L,0.68,,,,,,,mg/L,0.00932875,,
V100005514,mg/L,0.04485,mg/L,0.62,,,,,,,mg/L,0.0126125,,
V100005515,mg/L,0.03598333,mg/L,1.1,,,,,,,mg/L,0.01022118,,
V100005516,mg/L,0.02925,mg/L,1.19,,,,,,,mg/L,0.009305,,
V100005517,mg/L,0.02801,mg/L,0.91,,,,,,,mg/L,0.00843885,,
V100005518,mg/L,0.0312,mg/L,0.56,,,,,,,mg/L,0.00713,,
V100005519,mg/L,0.0506,mg/L,0.73,,,,,,,mg/L,0.00823533,,
V100005520,mg/L,0.0403,mg/L,0.43,,,,,,,mg/L,0.00984556,,
V100005521,mg/L,0.03326,mg/L,1.06,,,,,,,mg/L,0.00979333,,
V100005522,mg/L,0.0383125,mg/L,1.05,,,,,,,mg/L,0.00803636,,
V100005523,mg/L,0.031575,mg/L,0.85,,,,,,,mg/L,0.00801583,,
V100005524,mg/L,0.0456,mg/L,0.75,,,,,,,mg/L,0.00954917,,
V100005525,mg/L,0.05706667,mg/L,0.63,,,,,,,mg/L,0.009976,,
V100005526,mg/L,0.064175,mg/L,0.49,,,,,,,,,,
V100005527,mg/L,0.02755,mg/L,0.71,,,,,,,mg/L,0.010871,,
V100005528,mg/L,0.04413333,mg/L,0.97,,,,,,,mg/L,0.00853857,,
V100005529,mg/L,0.0347375,mg/L,0.93,,,,,,,mg/L,0.008354,,
V100005530,mg/L,0.0403,mg/L,0.65,,,,,,,mg/L,0.008602,,
V100005531,mg/L,0.0616125,mg/L,0.74,,,,,,,mg/L,0.008457,,
V100005532,mg/L,0.0592,mg/L,0.74,,,,,,,mg/L,0.00942167,,
V100005533,mg/L,0.0247525,mg/L,0.76,,,,,,,mg/L,0.00997889,,
V100005534,mg/L,0.0431,mg/L,0.71,,,,,,,mg/L,0.010125,,
V100005535,mg/L,0.044375,mg/L,0.36,,,,,,,mg/L,0.00819333,,
V100005536,mg/L,0.0699,mg/L,0.62,,,,,,,mg/L,0.00779684,,
V100005537,mg/L,0.0644125,mg/L,0.86,,,,,,,mg/L,0.00889889,,
V100005538,mg/L,0.0141,mg/L,0.29,,,,,,,mg/L,0.01039692,,
V100005539,mg/L,0.0271,mg/L,0.63,,,,,,,,,,
V100005540,mg/L,0.039525,mg/L,0.56,,,,,,,mg/L,0.008798,,
V100005541,mg/L,0.0339375,mg/L,0.72,,,,,,,mg/L,0.00925333,,
V100005542,mg/L,0.033,mg/L,0.53,,,,,,,mg/L,0.00809364,,
V100005543,mg/L,0.0355125,mg/L,0.7,,,,,,,mg/L,0.00819,,
V100005544,mg/L,0.05786667,mg/L,0.77,,,,,,,mg/L,0.00835091,,
V100005545,mg/L,0.0175,,,,,,,,,mg/L,0.00751833,,
V100005546,mg/L,0.0075,,,,,,,,,mg/L,0.01091182,,
V100005547,mg/L,0.0325,,,,,,,,,,,,
V100005548,mg/L,0.0295,,,,,,,,,,,,
V100005549,mg/L,0.043,,,,,,,,,,,,
V100005550,mg/L,0.06,,,,,,,,,,,,
V100005551,mg/L,0.0345,,,,,,,,,,,,
V100005552,mg/L,0.03,,,,,,,,,,,,
V100005553,mg/L,0.046,,,,,,,,,,,,
V100005554,mg/L,0.06,,,,,,,,,,,,
V100005555,mg/L,0.066,,,,,,,,,,,,
V100005556,mg/L,0.041,,,,,,,,,,,,
V100005557,mg/L,0.036,,,,,,,,,,,,
V100005558,mg/L,0.037,,,,,,,,,,,,
V100005559,mg/L,0.04,,,,,,,,,,,,
V100005560,mg/L,0.028,,,,,,,,,,,,
V100005561,mg/L,0.026,,,,,,,,,,,,
V100005562,mg/L,0.03567,,,,,,,,,,,,
V100005563,mg/L,0.03033,,,,,,,,,,,,
V100005564,mg/L,0.044,,,,,,,,,,,,
V100005565,mg/L,0.0445,,,,,,,,,,,,
V100005566,mg/L,0.044,,,,,,,,,,,,
V100005567,mg/L,0.043,,,,,,,,,mg/L,0.00855636,,
V100005568,mg/L,0.0375,,,,,,,,,,,,
V100005569,mg/L,0.037,,,,,,,,,,,,
V100005570,mg/L,0.037,,,,,,,,,,,,
V100005571,mg/L,0.026,,,,,,,,,,,,
V100005572,mg/L,0.039,,,,,,,,,,,,
V100005573,mg/L,0.037,,,,,,,,,,,,
V100005574,mg/L,0.03,,,,,,,,,mg/L,0.009305,,
V100005575,mg/L,0.036,,,,,,,,,mg/L,0.00890227,,
V100005576,mg/L,0.0455,,,,,,,,,mg/L,0.0101525,,
V100005577,mg/L,0.0165,,,,,,,,,,,,
V100005578,mg/L,0.021,,,,,,,,,,,,
V100005579,mg/L,0.018,,,,,,,,,mg/L,0.00925333,,
V100005580,mg/L,0.05,,,,,,,,,,,,
V100005581,mg/L,0.047,,,,,,,,,,,,
V100005582,mg/L,0.071,,,,,,,,,,,,
V100005583,mg/L,0.066,,,,,,,,,,,,
V100005584,mg/L,0.01217,,,,,,,,,,,,
V100005585,mg/L,0.0245,,,,,,,,,,,,
V100005586,mg/L,0.04442,,,,,,,,,,,,
V100005587,mg/L,0.02384,,,,,,,,,,,,
V100005588,mg/L,0.03458,,,,,,,,,,,,
V100005589,mg/L,0.04424,,,,,,,,,,,,
V100005590,mg/L,0.04059,,,,,,,,,,,,
V100005591,mg/L,0.03928,,,,,,,,,,,,
V100005592,mg/L,0.0292,,,,,,,,,,,,
V100005593,mg/L,0.02392,,,,,,,,,,,,
V100005594,mg/L,0.02772,,,,,,,,,,,,
V100005595,mg/L,0.03371,,,,,,,,,,,,
V100005596,mg/L,0.04051,,,,,,,,,,,,
V100005597,mg/L,0.0411,,,,,,,,,,,,
V100005598,mg/L,0.04577,,,,,,,,,,,,
V100005600,mg/L,0.057,,,,,,,,,,,,
V100005605,mg/L,0.01,mg/L,0.5543,,,,,,,,,,
V100005614,mg/L,0.11814,mg/L,1.56714,,,,,,,,,,
V100005615,mg/L,0.01,mg/L,0.345,,,,,,,,,,
V100005616,mg/L,0.049,mg/L,0.796,,,,,,,,,,
V100005617,mg/L,0.165,mg/L,1.136,,,,,,,,,,
V100005618,mg/L,0.007,mg/L,0.295,,,,,,,,,,
V100005632,mg/L,0.01,mg/L,0.471,,,,,,,,,,
V100005633,mg/L,0.0725,mg/L,0.80625,,,,,,,,,,
V100005637,,,mg/L,0.54633,,,,,,,,,,
V100005638,,,mg/L,0.40856,,,,,,,,,,
V100005639,,,mg/L,0.456,,,,,,,,,,
V100005640,mg/L,0.02533,,,,,,,,,,,,
V100005649,mg/L,0.014,mg/L,0.565,,,,,,,,,,
V100005652,,,,,,,,,mg/L,0.00849,,,,
V100005655,mg/L,0.052,mg/L,0.71556,,,,,,,,,,
V100005656,mg/L,0.01241,,,,,,,,,,,,
V100005676,mg/L,0.039,mg/L,0.606,,,,,,,,,,
V100005677,mg/L,0.00711,mg/L,0.34444,,,,,,,,,,
V100005680,mg/L,0.021,mg/L,0.574,,,,,,,,,,
V100005681,mg/L,0.02,mg/L,0.6155,,,,,,,,,,
V100005690,mg/L,0.02105,,,,,,,,,,,,
V100005692,mg/L,0.007,mg/L,0.323,,,,,,,,,,
V100005695,mg/L,0.009,mg/L,0.431,,,,,,,,,,
V100005697,mg/L,0.0215,mg/L,0.5305,,,,,,,,,,
V100005708,mg/L,0.009,mg/L,0.491,,,,,,,,,,
V100005710,mg/L,0.009,mg/L,0.259,,,,,,,,,,
V100005714,mg/L,0.014,mg/L,0.535,,,,,,,,,,
V100005716,mg/L,0.032,mg/L,0.461,,,,,,,,,,
V100005722,mg/L,0.018,mg/L,1.308,,,,,,,,,,
V100005727,mg/L,0.00415,,,,,,,,,,,,
V100005732,,,mg/L,0.82927,,,,,,,,,,
V100005739,mg/L,0.08056,mg/L,1.22556,,,,,,,,,,
V100005745,mg/L,0.1072,mg/L,1.378,,,,,,,,,,
V100005750,,,mg/L,3.27786,,,,,,,,,,
V100005751,mg/L,0.035,,,,,,,,,,,,
V100005758,mg/L,0.024,mg/L,0.582,,,,,,,,,,
V100005759,,,mg/L,0.403,,,,,,,,,,
V100005767,mg/L,0.012,mg/L,0.751,,,,,,,,,,
V100005774,,,mg/L,0.5,,,,,mg/L,0.012,,,,
V100005775,,,mg/L,0.52944,,,,,,,,,,
V100005776,mg/L,0.034,mg/L,0.458,,,,,,,,,,
V100005777,mg/L,0.0112,mg/L,0.252,,,,,,,,,,
V100005782,mg/L,0.0282,,,,,,,,,,,,
V100005790,mg/L,0.009,mg/L,0.263,,,,,,,,,,
V100005794,mg/L,0.06409,mg/L,0.78455,,,,,,,,,,
V100005795,mg/L,0.068,mg/L,1.6455,,,,,,,,,,
V100005796,mg/L,0.01067,mg/L,0.41333,,,,,,,,,,
V100005797,mg/L,0.02762,mg/L,0.635,,,,,,,,,,
V100005804,mg/L,0.011,,,,,,,,,,,,
V100005808,,,mg/L,0.994,,,,,,,,,,
V100005813,mg/L,0.02443,mg/L,0.61286,,,,,,,,,,
V100005814,mg/L,0.014,mg/L,0.577,,,,,,,,,,
V100005815,mg/L,0.177,,,,,,,,,,,,
V100005817,,,mg/L,0.063,,,,,,,,,,
V100005821,mg/L,0.03841,mg/L,0.412,,,,,,,,,,
V100005824,,,mg/L,0.46383,,,,,,,,,,
V100005830,mg/L,0.015,mg/L,0.565,,,,,,,,,,
V100005836,,,mg/L,0.2975,,,,,,,,,,
V100005837,mg/L,0.008,mg/L,0.361,,,,,,,,,,
V100005838,mg/L,0.05,mg/L,1.022,,,,,,,,,,
V100005839,mg/L,0.03328,,,,,,,,,,,,
V100005842,mg/L,0.064,mg/L,1.152,,,,,,,,,,
V100005847,mg/L,0.0124,mg/L,0.166,,,,,,,,,,
V100005855,mg/L,0.08,mg/L,2.69,,,,,,,,,,
V100005856,,,mg/L,1.45377,,,,,,,,,,
V100005860,mg/L,0.026,,,,,,,,,,,,
V100005865,mg/L,0.018,mg/L,0.519,,,,,,,,,,
V100005867,mg/L,0.01343,,,,,,,,,,,,
V100005868,mg/L,0.007,mg/L,0.423,,,,,,,,,,
V100005873,,,mg/L,0.65489,,,,,,,,,,
V100005877,mg/L,0.02712,mg/L,0.50875,,,,,,,,,,
V100005879,mg/L,0.04017,mg/L,0.55,,,,,,,,,,
V100005880,mg/L,0.04436,mg/L,0.75357,,,,,,,,,,
V100005881,mg/L,0.014,mg/L,0.371,,,,,,,,,,
V100005884,mg/L,0.016,,,,,,,,,,,,
V100005898,mg/L,0.01333,,,,,,,,,,,,
V100005901,mg/L,0.06729,mg/L,0.97857,,,,,,,,,,
V100005902,mg/L,0.025,mg/L,0.609,,,,,,,,,,
V100005903,mg/L,0.1085,mg/L,3.3085,,,,,,,,,,
V100005905,mg/L,0.062,mg/L,0.69,,,,,,,,,,
V100005919,mg/L,0.091,mg/L,1.086,,,,,,,,,,
V100005920,mg/L,0.015,mg/L,0.684,,,,,,,,,,
V100005927,,,mg/L,0.534,,,,,mg/L,0.013,,,,
V100005930,mg/L,0.021,mg/L,3.7815,,,,,,,,,,
V100005932,,,mg/L,2.2,,,,,,,,,,
V100005933,mg/L,0.015,mg/L,0.544,,,,,,,,,,
V100005944,mg/L,0.029,mg/L,0.656,,,,,,,,,,
V100005945,mg/L,0.013,mg/L,0.208,,,,,,,,,,
V100005947,mg/L,0.029,mg/L,1.636,,,,,,,,,,
V100005949,,,mg/L,0.758,,,,,,,,,,
V100005960,mg/L,0.071,,,,,,,,,,,,
V100005964,mg/L,0.046,mg/L,0.875,,,,,,,,,,
V100005965,mg/L,0.102,,,,,,,,,,,,
V100005968,mg/L,0.015,mg/L,0.585,,,,,,,,,,
V100005971,mg/L,0.004,mg/L,0.333,,,,,,,,,,
V100005976,mg/L,0.035,mg/L,0.953,,,,,,,,,,
V100005977,mg/L,0.02167,mg/L,0.4,,,,,,,,,,
V100005982,mg/L,0.10867,mg/L,1.29556,,,,,,,,,,
V100005983,mg/L,0.013,mg/L,0.895,,,,,,,,,,
V100005984,mg/L,0.01,,,,,,,,,,,,
V100005985,mg/L,0.043,mg/L,0.486,,,,,,,,,,
V100005988,mg/L,0.005,mg/L,0.374,,,,,,,,,,
V100005993,mg/L,0.01329,mg/L,0.39857,,,,,,,,,,
V100005995,mg/L,0.02291,,,,,,,,,,,,
V100005996,mg/L,0.03922,mg/L,0.56889,,,,,,,,,,
V100005997,,,mg/L,0.30467,,,,,,,,,,
V100005998,mg/L,0.012,mg/L,0.493,,,,,,,,,,
V100006010,mg/L,0.048,mg/L,1.475,,,,,,,,,,
V100006013,mg/L,0.0455,mg/L,0.665,,,,,,,,,,
V100006014,mg/L,0.07709,mg/L,1.01455,,,,,,,,,,
V100006015,mg/L,0.02683,mg/L,0.66667,,,,,,,,,,
V100006017,mg/L,0.037,mg/L,0.735,,,,,,,,,,
V100006018,mg/L,0.014,mg/L,0.4283,,,,,,,,,,
V100006021,,,mg/L,1.95142,,,,,,,,,,
V100006033,mg/L,0.006,mg/L,0.575,,,,,,,,,,
V100006034,mg/L,0.01084,mg/L,0.19821,,,,,,,,,,
V100006036,mg/L,0.03967,mg/L,0.72667,,,,,,,,,,
V100006037,mg/L,0.018,mg/L,0.912,,,,,,,,,,
V100006038,mg/L,0.03841,mg/L,3.728,,,,,,,,,,
V100006041,mg/L,0.017,mg/L,0.811,,,,,,,,,,
V100006046,,,mg/L,0.85188,,,,,,,,,,
V100006051,mg/L,0.10575,mg/L,1.4025,,,,,,,,,,
V100006056,,,,,,,,,mg/L,0.00719,,,,
V100006057,,,mg/L,0.82875,,,,,,,,,,
V100006058,mg/L,0.05621,mg/L,0.68357,,,,,,,,,,
V100006061,mg/L,0.016,mg/L,0.486,,,,,,,,,,
V100006062,mg/L,0.131,,,,,,,,,,,,
V100006068,,,mg/L,1.441,,,,,,,,,,
V100006073,mg/L,0.01089,,,,,,,,,,,,
V100006076,,,mg/L,0.766,,,,,,,,,,
V100006079,mg/L,0.009,mg/L,0.371,,,,,,,,,,
V100006084,mg/L,0.09589,mg/L,1.15,,,,,,,,,,
V100006086,mg/L,0.019,mg/L,1.144,,,,,,,,,,
V100006092,mg/L,0.055,,,,,,,,,,,,
V100006095,mg/L,0.016,mg/L,0.512,,,,,,,,,,
V100006099,mg/L,0.037,mg/L,0.923,,,,,,,,,,
V100006100,mg/L,0.228,,,,,,,,,,,,
V100006104,mg/L,0.035,mg/L,0.59,,,,,,,,,,
V100006105,,,mg/L,1.08925,,,,,,,,,,
V100006108,mg/L,0.00798,,,,,,,,,,,,
V100006109,mg/L,0.009,mg/L,0.3,,,,,,,,,,
V100006110,mg/L,0.01517,,,,,,,,,,,,
V100006112,,,mg/L,0.59556,,,,,,,,,,
V100006116,mg/L,0.027,mg/L,0.735,,,,,,,,,,
V100006126,mg/L,0.0165,mg/L,0.9685,,,,,,,,,,
V100006127,mg/L,0.126,mg/L,1.536,,,,,,,,,,
V100006128,mg/L,0.008,,,,,,,,,,,,
V100006129,mg/L,0.034,,,,,,,,,,,,
V100006130,,,mg/L,0.70843,,,,,,,,,,
V100006131,mg/L,0.02986,mg/L,0.40964,,,,,,,,,,
V100006132,mg/L,0.025,mg/L,0.657,,,,,,,,,,
V100006138,mg/L,0.038,mg/L,4.612,,,,,,,,,,
V100006139,mg/L,0.13804,mg/L,1.136,,,,,,,,,,
V100006147,,,mg/L,0.3115,,,,,,,,,,
V100006151,mg/L,0.012,mg/L,0.465,,,,,,,,,,
V100006152,,,mg/L,0.54356,,,,,,,,,,
V100006153,,,mg/L,0.1718,,,,,mg/L,0.0052,,,,
V100006157,mg/L,0.0065,mg/L,0.43,,,,,,,,,,
V100006158,mg/L,0.022,,,,,,,,,,,,
V100006163,mg/L,0.02553,mg/L,0.90315,,,,,,,,,,
V100006170,mg/L,0.037,mg/L,1.036,,,,,,,,,,
V100006171,mg/L,0.024,mg/L,2.138,,,,,,,,,,
V100006173,mg/L,0.013,mg/L,0.531,,,,,,,,,,
V100006176,mg/L,0.238,mg/L,1.331,,,,,,,,,,
V100006184,mg/L,0.016,mg/L,0.508,,,,,,,,,,
V100006194,mg/L,0.0766,mg/L,1.312,,,,,,,,,,
V100006195,mg/L,0.0205,mg/L,0.54833,,,,,,,,,,
V100006196,mg/L,0.11292,mg/L,1.3044,,,,,,,,,,
V100006207,mg/L,0.043,mg/L,0.965,,,,,,,,,,
V100006209,mg/L,0.01058,,,,,,,,,,,,
V100006214,mg/L,0.004,mg/L,0.325,,,,,,,,,,
V100006215,mg/L,0.09833,mg/L,1.23167,,,,,,,,,,
V100006226,mg/L,0.056,mg/L,1.174,,,,,,,,,,
V100006227,mg/L,0.01233,,,,,,,,,,,,
V100006228,mg/L,0.012,,,,,,,,,,,,
V100006230,mg/L,0.038,mg/L,0.748,,,,,,,,,,
V100006232,mg/L,0.072,mg/L,0.9,,,,,,,,,,
V100006234,mg/L,0.01117,mg/L,0.20833,,,,,,,,,,
V100006235,mg/L,0.007,mg/L,0.445,,,,,,,,,,
V100006237,mg/L,0.067,mg/L,1.146,,,,,,,,,,
V100006245,,,mg/L,3.87371,,,,,,,,,,
V100006248,mg/L,0.008,mg/L,0.322,,,,,,,,,,
V100006249,mg/L,0.02133,,,,,,,,,,,,
V100006250,mg/L,0.0997,mg/L,1.27,,,,,,,,,,
V100006251,mg/L,0.15464,mg/L,2.22364,,,,,,,,,,
V100006256,mg/L,0.005,mg/L,0.28667,,,,,,,,,,
V100006257,mg/L,0.00725,mg/L,0.2475,,,,,,,,,,
V100006258,mg/L,0.01267,,,,,,,,,,,,
V100006259,mg/L,0.013,mg/L,0.725,,,,,,,,,,
V100006265,mg/L,0.034,mg/L,0.644,,,,,,,,,,
V100006267,mg/L,0.061,mg/L,0.794,,,,,,,,,,
V100006270,mg/L,0.03438,mg/L,0.7025,,,,,,,,,,
V100006276,mg/L,0.026,mg/L,2.178,,,,,,,,,,
V100006291,mg/L,0.595,,,,,,,,,,,,
V100006293,mg/L,0.02067,,,,,,,,,,,,
V100006296,,,mg/L,0.66,,,,,mg/L,0.0119,,,,
V100006300,,,mg/L,2.723,,,,,,,,,,
V100006301,mg/L,0.01117,,,,,,,,,,,,
V100006306,mg/L,0.018,mg/L,0.895,,,,,,,,,,
V100006310,mg/L,0.014,mg/L,0.741,,,,,,,,,,
V100006311,mg/L,0.011,mg/L,0.382,,,,,,,,,,
V100006312,mg/L,0.0155,mg/L,0.237,,,,,,,,,,
V100006314,mg/L,0.011,mg/L,0.274,,,,,,,,,,
V100006323,,,mg/L,0.53391,,,,,,,,,,
V100006327,,,mg/L,0.426,,,,,mg/L,0.0087,,,,
V100006328,,,mg/L,0.792,,,,,mg/L,0.017,,,,
V100006334,mg/L,0.006,mg/L,0.335,,,,,,,,,,
V100006338,mg/L,0.06882,mg/L,0.8275,,,,,,,,,,
V100006345,mg/L,0.018,mg/L,0.649,,,,,,,,,,
V100006346,,,mg/L,0.456,,,,,,,,,,
V100006348,mg/L,0.026,mg/L,0.996,,,,,,,,,,
V100006349,mg/L,0.011,,,,,,,,,,,,
V100006351,,,mg/L,0.715,,,,,,,,,,
V100006352,mg/L,0.01,mg/L,0.58,,,,,,,,,,
V100006354,mg/L,0.022,mg/L,0.143,,,,,,,,,,
V100006359,mg/L,0.0091,mg/L,0.274,,,,,,,,,,
V100006362,mg/L,0.01,mg/L,1.05,,,,,,,,,,
V100006364,mg/L,0.007,mg/L,0.26,,,,,,,,,,
V100006368,mg/L,0.008,mg/L,0.273,,,,,,,,,,
V100006369,mg/L,0.023,mg/L,2.11,,,,,,,,,,
V100006370,mg/L,0.057,,,,,,,,,,,,
V100006371,mg/L,0.013,mg/L,1.23,,,,,,,,,,
V100006373,mg/L,0.06,mg/L,1.147,,,,,,,,,,
V100006376,,,mg/L,0.5625,,,,,,,,,,
V100006377,mg/L,0.0025,mg/L,0.624,,,,,,,,,,
V100006380,mg/L,0.02439,mg/L,1.3715,,,,,,,,,,
V100006381,mg/L,0.052,mg/L,1.075,,,,,,,,,,
V100006388,mg/L,0.0515,mg/L,2.962,,,,,,,,,,
V100006394,mg/L,0.012,mg/L,0.511,,,,,,,,,,
V100006397,mg/L,0.087,mg/L,2.059,,,,,,,,,,
V100006398,mg/L,0.011,mg/L,0.441,,,,,,,,,,
V100006403,mg/L,0.078,mg/L,0.643,,,,,,,,,,
V100006404,mg/L,0.016,,,,,,,,,,,,
V100006407,mg/L,0.033,mg/L,1.378,,,,,,,,,,
V100006409,mg/L,0.046,mg/L,0.859,,,,,,,,,,
V100006413,mg/L,0.007,mg/L,0.271,,,,,,,,,,
V100006415,mg/L,0.00304,,,,,,,,,,,,
V100006418,,,mg/L,0.376,,,,,,,,,,
V100006419,,,mg/L,0.337,,,,,mg/L,0.01,,,,
V100006420,mg/L,0.016,mg/L,0.481,,,,,,,,,,
V100006422,mg/L,0.009,mg/L,0.321,,,,,,,,,,
V100006424,mg/L,0.019,mg/L,0.29,,,,,,,,,,
V100006425,mg/L,0.028,mg/L,0.971,,,,,,,,,,
V100006435,mg/L,0.01,mg/L,0.639,,,,,,,,,,
V100006440,mg/L,0.01467,,,,,,,,,,,,
V100006441,mg/L,0.064,mg/L,0.784,,,,,,,,,,
V100006449,mg/L,0.016,mg/L,0.462,,,,,,,,,,
V100006455,mg/L,0.017,mg/L,0.714,,,,,,,,,,
V100006458,mg/L,0.024,,,,,,,,,,,,
V100006460,mg/L,0.03604,mg/L,0.71643,,,,,,,,,,
V100006461,mg/L,0.02,mg/L,0.492,,,,,,,,,,
V100006462,mg/L,0.024,mg/L,0.84,,,,,,,,,,
V100006463,,,mg/L,1.12,,,,,,,,,,
V100006467,,,mg/L,0.65967,,,,,mg/L,0.00843,,,,
V100006470,mg/L,0.042,mg/L,0.408,,,,,,,,,,
V100006471,,,mg/L,0.522,,,,,,,,,,
V100006472,mg/L,0.006,mg/L,0.564,,,,,,,,,,
V100006478,mg/L,0.005,mg/L,0.495,,,,,,,,,,
V100006479,mg/L,0.046,mg/L,2.0145,,,,,,,,,,
V100006480,mg/L,0.07,mg/L,1.225,,,,,,,,,,
V100006481,mg/L,0.00925,,,,,,,,,,,,
